	X120314	X120322	X120328	X120403	X120416	X120419	X120423	X120516	X120531	X120604	X120613	X120619	X120628	X120705	X120709	X120717	X120802	X120806	X120813	X120820	X120823	X120828	X120903	X120920	X120924	X121001	X121004	X121015	X121022	X121028	X121105	X121128	X121220	P1994_101	P1994_102	P1994_103	P1994_104	P1994_105	P1994_106	P1994_107	P1994_108	P1994_109	P1994_110	P1994_111	P1994_112	P1994_113	P1994_114	P1994_115	P1994_116	P1994_117	P1994_118	P1994_119	P1994_120	P1994_121	P1994_122	P1994_123	P1994_124	P1994_125	P1994_126	P1994_127	P1994_128	P1994_129	P1994_130	P2236_101	P2236_102	P2236_103	P2236_104	P2236_105	P2236_106	P2236_107	P2236_108	P2236_109	P2236_110	P2236_111	P2236_112	P2236_113	P2236_114
M00545	22.37314404	22.87494307	12.37493212	13.4962186	17.76494261	38.81924765	7.143163649	30.13273468	17.6434589	19.6415522	20.41401175	19.53696575	19.10070017	25.87150789	7.335007955	14.01872271	13.75296927	12.08303629	35.12410091	27.12996869	39.42782108	28.97581793	34.46578022	35.85545392	22.60947281	39.55502798	31.44497256	37.79281262	31.093937	12.30556708	29.67911177	44.02337336	30.20582769	17.86306099	32.87842173	26.42908582	41.24260778	24.01732826	24.89047579	14.25349893	33.72470578	31.73864542	24.66181387	27.31020879	45.19495046	16.67289478	21.60450732	29.48926488	20.80858683	28.65109308	31.26942575	23.01975576	38.88958006	54.16520037	11.41717487	54.52086692	22.76562868	22.64433972	39.70684156	28.44101905	14.28524208	36.05032079	39.73776333	10.49622105	42.10366187	10.38447176	38.84365173	13.08324443	20.15189224	11.04213045	32.97326582	4.129480515	50.18551462	10.71148237	33.99105942	25.30414532	26.48062635
M00546	22.9218792	29.04817861	20.00401755	32.8754824	27.01038952	28.03487462	37.84821276	31.17420875	27.33214261	13.56916118	52.40058552	46.9851272	22.08122917	11.47704829	12.17631635	15.38762263	22.2166804	14.17070542	13.31351678	18.90286138	13.22258621	12.4406881	16.36510527	23.84223579	18.86166028	18.34226852	12.05167285	18.9103336	19.60686026	14.95133336	23.169083	20.73140478	45.46436003	12.34692989	74.27507387	74.46079798	4.424170296	18.07435381	33.09297187	15.60007992	48.59508504	49.3788348	28.59953362	23.04036079	52.5756578	34.99796745	17.29119088	16.80305106	26.1356089	11.02275767	15.39249315	25.74761866	15.20064053	24.34106565	20.01385925	11.67398948	47.82472578	10.66789121	17.24053678	24.99094122	22.25465993	18.617857	19.42000088	19.5899931	78.04326553	25.42869504	51.65021167	14.55276114	5.741175517	19.57341246	14.99874134	7.105263135	12.47651219	12.94884993	7.259477459	10.04852401	31.64672157
M00547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00549	218.4546508	127.8155518	82.94991502	79.78781483	114.078346	129.5237031	56.95482981	98.96570014	84.1484676	140.7001318	77.42461433	115.6007502	128.4593361	200.6712382	87.65494189	112.6654516	155.9663603	119.3545023	155.4401601	267.9201907	209.3895955	222.0020234	257.0840339	166.0381145	142.2272059	190.1525044	204.9118602	206.694259	213.0679459	137.0427803	194.1192747	172.6331756	170.9461732	302.9205662	319.5180749	272.2850147	246.117176	193.6050019	303.9757373	261.724446	233.9732183	245.32259	199.6314783	222.963506	248.2708249	141.7450852	191.7883319	152.3176697	109.3521919	150.2752782	149.1832521	101.522636	135.6904803	282.5056114	70.28704773	295.8410552	276.9980795	122.5233099	190.7745255	140.8719394	100.3947558	270.1927486	248.5844519	156.2757934	348.7654616	172.6072465	415.800457	197.2952422	224.8872953	223.1549416	359.4897939	59.53740227	286.9493296	168.6076973	319.2382415	242.901075	221.2293831
M00550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00551	5.510880633	0.974228138	0.924539208	1.255196011	0	1.43173193	0	0	0.144573554	1.259896353	0	0	0.726129138	0	2.135036903	2.453200558	0.590414797	0.904283579	0.621755497	0.133485748	0.305692748	0	0	1.015477538	0.770500894	0.560660432	1.398830581	0.164893063	0.197778159	0.209557048	0	0.27113055	0.506904766	0.47682934	0.950367682	0.138184933	0.529854295	1.479195536	1.746625126	1.22263892	1.703150329	2.567033908	1.272003897	1.195563843	0.361105463	0.47774146	0.744202057	1.946051559	0.495226576	0.462774687	1.20082507	0.674711942	0.326893628	0.728419959	0.392741188	2.117701563	0.170596641	0.384051588	0.5280678	0.80919025	0.430971372	1.878590234	1.279003338	0.380203454	2.975536428	0.691987485	1.479266313	0	0.07832129	0.746031313	0.154682173	0.351211872	0.746872152	0.185872295	0.354614773	0.452946722	0.633531966
M00552	199.5618878	246.858389	128.9889154	162.0572296	221.5640388	263.113658	177.7204435	261.8164041	149.6874059	181.0634201	143.6276658	239.7194807	196.5401898	214.4337147	183.0784626	219.2251392	194.4071732	197.0820468	220.7399213	246.2294448	275.8251244	183.8881356	213.6343792	236.5318705	238.5514143	243.2533559	260.3013865	217.6260035	220.4359212	173.5566676	221.621743	199.4960182	240.1816544	300.9432537	410.3914037	402.4802981	221.6760551	262.4611929	258.1384938	262.3708299	329.1491123	344.8963401	241.5924508	253.0249967	302.3980444	213.9921932	222.0866176	185.4820922	224.3413915	223.1833182	225.1580359	228.7121828	234.9501566	265.74117	186.6499492	244.958905	321.7798408	246.4375552	335.448219	285.5853344	167.213129	282.3477771	282.8694316	189.582822	301.4377065	172.267396	353.2735562	221.3365906	262.9609765	226.346092	336.9523713	136.7885146	306.5516156	287.8661058	289.5487093	265.3595082	205.5634655
M00554	48.33172384	69.53155729	25.54890619	16.48092044	55.09990308	74.84957712	61.01755342	44.30132127	24.40844222	39.58502239	37.8609759	76.92372929	96.55456222	30.07497475	72.95152921	57.96053489	45.17947839	34.82726507	48.16745497	51.44082757	57.69662336	30.20221322	37.32722472	54.41618096	47.38911939	45.82801717	54.08366	43.23772493	38.10859617	37.86785754	53.14442496	45.95119169	46.34497611	79.20777293	94.00561449	103.6513394	122.5109642	135.4504076	77.88075311	120.0154778	88.4712364	87.66369269	78.3824516	86.39290836	84.73309828	53.64039732	69.72942574	70.35180044	53.32172562	83.32685723	69.13059943	40.47052176	57.42194669	87.74898094	35.68932521	173.592943	112.647227	65.73413324	128.1234187	90.00196944	39.12501118	91.73723577	99.98721591	51.41506613	94.92475482	50.51981321	134.4475726	91.13404671	171.3162597	79.23800883	138.9045416	15.92689371	68.1405357	65.38438498	103.4050476	93.99877296	67.63358478
M00555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00563	8.501460829	1.246873158	2.733080512	3.089023671	1.745731564	1.585351632	0	0	1.86839231	0	2.211270176	3.076298807	2.810451724	1.301692457	0.197826508	0	1.616841017	3.289952837	2.207738344	1.02458243	2.110966481	1.36433159	1.373881149	4.04314859	0.543865076	1.858871153	5.074184445	2.008812876	0.571573803	2.617818587	6.410793989	5.292766174	17.69022398	3.933933428	66.32429887	48.52141838	4.561566631	4.808981683	189.9431568	8.91893848	27.58151344	30.57947506	2.640971646	3.025145781	31.59979671	3.322857376	3.757506923	8.395251974	7.712196087	5.457161481	10.26981158	7.752078571	3.340104116	48.76866292	13.29778428	9.047726182	482.9660906	4.781142728	8.748241333	14.1518704	5.807050755	39.73408589	42.59332406	110.1673514	110.8629441	204.5228707	160.2362759	694.1757557	712.795156	594.5011899	425.559016	3.693667466	13.90189736	178.9947119	57.50902159	733.678291	61.09624605
M00565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00567	8.501460829	1.246873158	2.733080512	3.089023671	1.745731564	1.585351632	0	0	1.86839231	0	2.211270176	3.076298807	2.810451724	1.301692457	0.197826508	0	1.616841017	3.289952837	2.207738344	1.02458243	2.110966481	1.36433159	1.373881149	4.04314859	0.543865076	1.858871153	5.074184445	2.008812876	0.571573803	2.617818587	6.410793989	5.292766174	17.69022398	3.933933428	66.32429887	48.52141838	4.561566631	4.808981683	189.9431568	8.91893848	27.58151344	30.57947506	2.640971646	3.025145781	31.59979671	3.322857376	3.757506923	8.395251974	7.712196087	5.457161481	10.26981158	7.752078571	3.340104116	48.76866292	13.29778428	9.047726182	482.9660906	4.781142728	8.748241333	14.1518704	5.807050755	39.73408589	42.59332406	110.1673514	110.8629441	204.5228707	160.2362759	694.1757557	712.795156	594.5011899	425.559016	3.693667466	13.90189736	178.9947119	57.50902159	733.678291	61.09624605
M00568	330.3102406	149.9817717	71.7452368	71.73942887	107.6271735	154.8615612	81.47723108	113.0625978	60.80668255	106.9736719	63.28808188	83.12043677	137.2757368	100.2841491	94.9647054	93.72162848	135.232071	94.2697342	129.2514091	90.01737998	135.0662409	73.37979815	90.14011851	136.6432956	127.2702325	136.8128968	168.2976053	120.8661982	101.0468822	64.5798877	175.6430026	120.2737571	122.0981768	195.9122499	235.7765395	177.8693142	195.1772878	131.1901484	261.0311097	220.6294576	256.6329158	275.7048899	183.8126737	194.7097801	170.6702509	131.5952995	184.3563034	196.7425669	106.9542837	170.1796591	183.2533628	115.7340734	149.0915052	195.8285391	70.87986038	174.834215	103.5437546	78.39317276	128.6819165	115.5860905	80.13162736	229.2317552	207.0813177	186.9882808	304.6747351	122.1156657	166.9126702	91.0113326	77.61684082	99.27750634	109.5095861	53.93071012	194.062129	171.2125191	228.579602	101.8516321	240.4777757
M00569	22.37314404	22.87494307	12.37493212	13.4962186	17.76494261	38.81924765	7.143163649	30.13273468	17.6434589	19.6415522	20.41401175	19.53696575	19.10070017	25.87150789	7.335007955	14.01872271	13.75296927	12.08303629	35.12410091	27.12996869	39.42782108	28.97581793	34.46578022	35.85545392	22.60947281	39.55502798	31.44497256	37.79281262	31.093937	12.30556708	29.67911177	44.02337336	30.20582769	17.86306099	32.87842173	26.42908582	41.24260778	24.01732826	24.89047579	14.25349893	33.72470578	31.73864542	24.66181387	27.31020879	45.19495046	16.67289478	21.60450732	29.48926488	20.80858683	28.65109308	31.26942575	23.01975576	38.88958006	54.16520037	11.41717487	54.52086692	22.76562868	22.64433972	39.70684156	28.44101905	14.28524208	36.05032079	39.73776333	10.49622105	42.10366187	10.38447176	38.84365173	13.08324443	20.15189224	11.04213045	32.97326582	4.129480515	50.18551462	10.71148237	33.99105942	25.30414532	26.48062635
M00570	408.5660833	474.1441128	251.0232131	319.7915894	479.2863978	516.2898212	410.2317786	411.2591638	328.2522703	371.9875362	330.6235995	551.1116523	574.6540065	455.8096802	376.9741604	426.1809544	527.2884639	480.2976777	561.3076436	563.5524588	530.5517431	359.5308472	436.9064183	531.8861535	439.5689721	563.5806601	569.6398391	487.1610986	439.183643	320.125314	589.9148815	483.9275244	551.8955552	808.9925029	946.260203	846.8845861	573.1033116	473.0599445	667.4466726	621.8108138	683.9526487	682.5092491	655.5272363	673.4098736	754.4550598	471.3219256	518.7762989	439.4600236	427.804885	509.78273	524.7224095	437.62472	496.0204239	610.9829647	296.8199095	462.3679374	647.8282985	324.1467107	532.9879835	549.0778622	315.5336489	573.7700636	597.7079242	446.0151532	814.4225413	386.786157	865.4645942	397.6934793	676.8488375	431.2007755	767.715523	157.8471052	707.7377922	572.1131165	726.0196976	487.5546172	539.8816626
M00572	0.777545269	2.258237868	0.384001448	1.27470965	3.5258707	0.413903641	0	1.901347034	0	0	0.86531453	1.073046961	2.924633675	8.743662826	29.96789253	60.73842591	6.865065523	2.489018167	5.170275795	2.986721858	1.377084686	1.192533043	1.632334038	2.485098955	1.998488162	2.56420171	1.858859648	0.371956545	0.377932522	1.087206863	3.126873407	0.373140064	1.109585525	0.104516107	4.130578599	4.264281029	0	0	4.02567517	14.48488888	2.706040443	0.622005188	0.148873708	0.784559023	2.529999659	0.074741408	1.425254515	1.988033231	0.189862359	0.610143641	1.34855697	0.511796311	0	6.400051033	0.296340104	0.186764459	3.348934781	0	0.639119749	0.423081058	0	4.488903585	4.903441912	1.536722568	13.22639494	1.584319667	13.5536087	0.483275922	2.44222636	2.688352804	6.335860289	0	0	0	0.160478126	1.669741687	6.257347076
M00573	85.26807126	77.94338185	61.02291568	51.45458899	86.86204083	133.6890065	60.74470215	62.30951692	97.67085925	97.89195873	69.95963661	76.98058991	64.32343981	64.48812509	92.76499054	118.0387026	84.2507006	80.97311644	103.7781794	58.5988033	74.63923609	54.68516008	66.23933733	64.36042483	62.93880901	73.57856315	69.47158891	64.95786756	46.83761261	52.73972989	79.82697166	60.88134127	66.76064361	61.86336535	146.4047298	151.0438948	117.7865874	66.39624767	215.1741136	122.3820738	124.5314203	144.8124288	88.06644707	95.60054153	89.98861889	87.41819482	89.91062692	59.8123547	109.6441197	102.1619363	97.72345224	96.04873318	122.5540856	156.5235866	65.81938788	101.1890114	203.9737682	132.7462141	148.9182927	84.46469865	84.37355582	158.8305478	161.3382102	110.1789688	201.0770289	124.9446611	313.8687915	175.3525754	239.0577138	175.5334639	270.5815091	50.63817558	88.84067649	165.3363216	122.2110676	217.0595352	118.1990923
M00577	85.26807126	77.94338185	61.02291568	51.45458899	86.86204083	133.6890065	60.74470215	62.30951692	97.67085925	97.89195873	69.95963661	76.98058991	64.32343981	64.48812509	92.76499054	118.0387026	84.2507006	80.97311644	103.7781794	58.5988033	74.63923609	54.68516008	66.23933733	64.36042483	62.93880901	73.57856315	69.47158891	64.95786756	46.83761261	52.73972989	79.82697166	60.88134127	66.76064361	61.86336535	146.4047298	151.0438948	117.7865874	66.39624767	215.1741136	122.3820738	124.5314203	144.8124288	88.06644707	95.60054153	89.98861889	87.41819482	89.91062692	59.8123547	109.6441197	102.1619363	97.72345224	96.04873318	122.5540856	156.5235866	65.81938788	101.1890114	203.9737682	132.7462141	148.9182927	84.46469865	84.37355582	158.8305478	161.3382102	110.1789688	201.0770289	124.9446611	313.8687915	175.3525754	239.0577138	175.5334639	270.5815091	50.63817558	88.84067649	165.3363216	122.2110676	217.0595352	118.1990923
M00579	23.44535146	35.07723726	20.30143264	6.068914684	21.39546292	26.73094775	16.54327352	9.603383219	15.39493222	29.50060136	16.65607437	15.5761372	26.96924808	12.72721631	19.65954525	32.47040028	33.31394725	36.78219463	48.88181001	14.38853968	65.7943444	8.533577265	9.702902137	17.69481359	41.19911898	25.71865002	44.07304894	29.56403497	38.29904864	54.3694106	28.81065624	22.11057976	23.60716108	36.82114879	34.50736745	51.43588784	115.8583676	27.17054209	105.4050217	22.81784453	47.69376491	58.05811052	86.17947345	59.04452158	25.16664534	50.12809675	103.7947298	60.69778528	63.98387851	76.14364109	56.03812315	53.4053164	68.0453178	84.22891092	38.12735307	45.70389725	171.5142587	63.76752101	80.42929759	33.15913693	50.80630103	84.60842782	78.55970602	58.92651795	73.15366869	84.29597836	101.8766976	164.7594577	264.9814167	158.2440918	224.4594003	34.0950428	58.82691079	156.4043863	147.4466336	185.2270151	72.3661054
M00580	175.5160673	216.5075923	126.2019811	155.7612885	213.0063951	236.7447527	145.8841473	193.0693089	147.70321	180.3962097	134.7230634	232.8318128	263.0960603	363.1312872	164.1818678	248.7006564	231.7140968	211.7784012	285.133332	317.538741	281.2088214	201.6935988	260.0596583	274.504169	199.0819144	284.1250257	300.0837694	277.7086102	223.8000069	180.2786027	266.9549142	257.9284334	234.3697652	344.0680774	369.647624	300.861659	231.7946773	190.1408513	305.4242162	293.4388048	312.0760698	288.8053308	262.1321983	265.0318055	306.8620201	205.1593489	237.208236	197.1529368	208.6197181	200.8487648	211.86221	180.5545818	216.7492028	282.6619235	140.5217324	179.1475448	352.4815329	223.2416158	329.1015809	283.2778769	128.096231	274.3932807	290.1344068	185.9343284	334.2017474	184.0159042	369.4165806	215.143418	256.6363124	207.6613033	334.8751523	111.0404034	339.7894689	241.739498	332.1003058	261.1321226	227.7155171
M00596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00609	3.894586772	0.94308255	6.752957373	9.898261597	2.635902536	2.251382314	2.579230768	1.678413988	4.239130004	4.51462293	3.741972668	4.354048554	2.806046615	2.440310229	4.257087886	3.614992092	2.802771822	5.840102169	5.496205806	1.318329483	4.280849717	5.047512372	4.180738343	2.201921395	3.777045266	1.801074105	1.723781033	1.595381102	1.971410584	7.457408444	0.602983904	1.596087816	0.586556614	9.914691325	0.493627542	0.588445221	12.51008595	1.185709117	0.228211619	1.498833878	0.59672872	0.928425673	3.715131423	3.312423799	2.758343869	4.924600308	7.582806256	2.095267372	14.6786461	8.472900056	4.27674486	12.60609147	13.84341192	1.283491179	13.24835896	1.50388591	0.361257298	13.32375956	5.201248904	0.866319524	14.72590096	1.566272526	1.129419481	2.880134541	0.420881325	0.748949301	0.130357281	0.230767772	0.153929688	0.760559907	0.315602762	8.604431253	12.37322455	1.443603944	1.396473004	0.651226886	3.30596031
M00620	5.523732544	0.918865782	0	0	0	0.380038798	0	0	0	0	0	0	0	0	2.321619129	0	0	0	0	0.286185354	0	0	0	0.837726031	0.396445323	0.875716237	0	0	0.289175642	0	0	3.483205958	11.04596654	1.10621975	7.067884311	6.149351817	0.245215878	2.609109561	21.53681828	0	0.487028302	0.700698709	0.120773048	0.657339117	1.47165781	0	0.747692167	0	0.423587386	0.570840458	0.263171559	0	0.176647395	22.85350786	0.098196688	0	93.76201273	0	0.147927121	2.2026872	0.074209239	6.674147664	5.450824676	35.39606405	61.15577977	38.5937028	95.48603152	107.5748388	113.7635367	98.22709668	109.0492338	0	0.430062099	82.02463878	53.64991123	107.3993367	23.44409822
M00622	171.1548308	92.23121304	26.86427097	43.22411976	43.77479846	59.43319457	64.61487335	31.31618934	47.4592623	53.76600079	39.2755429	86.83814289	71.17578844	50.92000702	43.95554543	49.94664135	52.84132044	44.52803331	58.241407	43.72562159	48.12102458	38.27046945	45.72532414	66.00279791	68.56124375	66.51065823	86.95179208	60.02992276	45.5854078	29.74539849	80.22127692	62.17546059	66.82607445	180.9802859	213.6494311	188.4291884	65.85558842	72.64884939	131.8919679	103.4346501	127.1440343	139.4655905	86.57732206	95.13648787	175.4190686	63.12616919	70.37904257	73.92968723	65.36566436	55.81301722	59.30776159	73.92639923	83.18675934	63.2179047	37.58194433	59.36545891	29.95055826	28.58801809	43.99887424	52.98740845	47.16043664	81.71108619	74.212395	64.58033106	201.1253481	35.21906677	107.4684798	11.07526693	11.42732905	14.98885425	26.39131253	25.13857983	105.8612325	50.3311925	98.43794982	14.86903784	115.7945832
M00623	209.29216	30.76562516	29.14161998	33.82117087	17.31288046	13.40733795	14.6902872	14.30568485	8.059866617	18.3273576	11.97776721	22.51322179	31.13809772	29.45277865	37.45211006	31.00866281	46.43612411	29.90164991	41.02284498	27.45650736	28.804624	21.67623789	21.73720493	52.7394541	37.34663127	45.00515376	58.79756432	32.00434672	23.08795557	12.07450533	58.61718341	27.7122923	26.60336683	53.90264665	130.2282279	33.24729286	50.48867181	13.70850613	100.1911588	157.5225193	155.6667709	168.9045802	69.13739673	49.88360795	21.87653454	69.1235939	47.6716439	49.65060641	32.83181987	23.71053576	33.2446729	23.45298234	15.68796385	16.88140605	14.79776096	13.51770179	11.85469583	18.68825868	43.99986141	37.97089499	23.26671834	53.28577195	44.73845944	56.76788953	244.8551749	33.92462089	109.9843451	5.005826581	3.392001317	6.696823132	11.37557742	6.458658144	27.0894204	4.981898336	8.253188938	5.154722624	100.3661013
M00624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00631	139.0450831	249.2828198	107.0209162	71.37703874	154.9434189	265.762495	160.7706162	233.3768638	163.0696738	239.7582939	120.6665373	162.8859256	223.2600053	216.7673984	154.3808666	130.1392476	156.7098286	117.3334162	197.6039582	254.8141692	232.633528	123.874748	166.6027285	205.6726386	162.5316618	243.0791759	234.3452256	201.112339	153.0530979	144.016559	258.9451834	145.1503224	180.121292	279.4194493	152.5061511	129.2851971	134.4800278	117.2212876	169.1391974	188.7842533	141.9693664	141.9283778	239.1271713	223.0609643	233.2976434	200.3143783	195.233957	151.5974487	154.2021977	154.4604278	172.4666813	146.7115735	118.7930841	152.3736818	106.6499668	183.8756496	116.2119601	123.4237612	162.9156743	151.3812667	89.29507658	199.2480536	184.2862767	123.125756	184.4898379	94.34130317	132.829952	97.8632664	103.3235717	89.70904466	116.1966027	45.50892628	146.2742573	141.6304919	130.7624191	104.9037144	170.2734836
M00632	620.0770577	786.3883475	471.239061	569.8776944	744.2599401	760.334563	616.026068	803.9376374	824.0340667	554.9971935	1052.699392	1600.241595	1276.80345	1361.844313	688.8465656	952.9990234	1361.458476	959.2787581	1051.335854	1733.272492	1332.391568	1285.772348	1542.165034	1273.509097	793.1174646	1235.724411	1085.486377	1422.279282	1408.098279	826.2958493	1018.220102	1571.130681	1333.759186	805.4139051	1154.758674	1045.890264	956.2092814	828.9379569	873.1355309	945.7374253	1266.416064	1210.587037	1107.153736	1127.78109	794.3213631	826.185559	804.6206432	643.9433103	962.2878088	811.514251	862.4623863	965.0154082	883.8336955	1024.520901	634.8600545	885.8717112	1089.467208	841.0015248	1329.247684	1095.105664	517.5964233	878.1589221	962.2506382	970.8537966	1426.267985	838.0771109	1565.044078	841.2870332	1036.753124	854.7064065	1326.206973	433.3060884	953.1419901	958.8320543	989.8159079	976.3533333	1136.747408
M00633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00672	65.48915416	35.1909569	136.3012787	89.4635403	76.63065635	15.78672546	62.6265283	17.63520444	11.6472786	10.69020767	43.52044463	26.05639122	23.1957945	17.79624939	22.39528666	26.03113445	29.12540374	26.2028056	36.51023436	28.07604826	48.58886876	15.43019572	19.40805652	52.64078367	37.24304999	45.97769375	46.83791307	45.00637062	47.40229827	28.94988495	42.81108888	50.84342621	54.90402137	12.48390781	59.40155212	39.1130418	34.28750136	68.86101134	116.8746559	49.8824129	48.16529904	46.93357995	31.51818307	41.96332596	26.72355315	45.12653309	37.15942763	42.95506755	68.51896356	48.14635377	45.0859336	24.36808073	42.02113195	92.69181481	24.03302782	93.2296959	94.23709486	23.47267369	26.1807298	34.42117429	31.3016521	114.5035368	107.6414154	105.153273	78.8855625	97.20825827	49.56141245	180.6357	104.7880291	160.3710638	79.49053569	26.02934308	16.86820605	71.7929738	37.1260893	127.6517647	101.1240982
M00673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
